what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087534627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087565641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087569805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087572379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087572560
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1395087580109
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1395087580139
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1395087580224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087580447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1395087580457
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1395087582159
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1395087604866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1395087608638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087611253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087612266
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395087612392
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1395087612392
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395087613158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087614348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087615815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395087615823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087620345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087624304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087627196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087675295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395087677304
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1395087785192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088159505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088166867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088177161
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395088177266
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395088177295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395088190652
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395088192813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088201524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088206313
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395088206515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395088206541
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1395088222966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088234413
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1395088234429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088236778
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1395088261174
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1395088288339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395088295122
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395088297481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088299462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395088319395
