what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398696392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398698599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398700144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398732459
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1395398733410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395398734176
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1395398736384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398736480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398737860
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1395398739811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395398740282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395398748812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398751351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398755301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398755400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398757085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398757491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398759865
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395398769119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398777769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395398801363
